question,ans1,ans2,ans3,ans4,ans5,ans6,correct_ans,check_radio,topic,domain,explanation
A company uses an on-premises Microsoft SQL Server database to store financial transaction data. The company migrates the transaction data from the onpremises database to AWS at the end of each month. The company has noticed that the cost to migrate data from the on-premises database to an Amazon RDS for SQL Server database has increased recently. The company requires a cost-effective solution to migrate the data to AWS. The solution must cause minimal downtown for the applications that access the database. Which AWS service should the company use to meet these requirements?,A. AWS Lambda,B. AWS Database Migration Service (AWS DMS),C. AWS Direct Connect,D. AWS DataSync,,,2,radio,,,AWS Database Migration Service (AWS DMS) is a cloud service that makes it possible to migrate relational databases  data warehouses  NoSQL databases  and other types of data stores to AWS quickly  securely  and with minimal downtime and zero data loss1. AWS DMS supports migration between 20-plus database and analytics engines  such as Microsoft SQL Server to Amazon RDS for SQL Server2. AWS DMS takes overmany of the difficult or tedious tasks involved in a migration project  such as capacity analysis  hardware and software procurement  installation and administration  testing and debugging  and ongoing replication and monitoring1. AWS DMS is a cost-effective solution  as you only pay for the compute resources and additional log storage used during the migration process2. AWS DMS is the best solution for the company to migrate the financial transaction data from the on-premises Microsoft SQL Server database to AWS  as it meets the requirements of minimal downtime  zero data loss  and low cost. Option A is not the best solution  as AWS Lambda is a serverless compute service that lets you run code without provisioning or managing servers  but it does not provide any built-in features for database migration. You would have to write your own code to extract  transform  and load the data from the source to the target which would increase the operational overhead and complexity. Option C is not the best solution  as AWS Direct Connect is a service that establishes a dedicated network connection from your premises to AWS  but it does not provide any built-in features for database migration. You would still need to use another service or tool to perform the actual data transfer  which would increase the cost and complexity. Option D is not the best solution  as AWS DataSync is a service that makes it easy to transfer data between on-premises storage systems and AWS storage services  such as Amazon S3  Amazon EFS  and Amazon FSx for Windows File Server  but it does not support Amazon RDS for SQL Server as a target. You would have to use another service or tool to migrate the data from Amazon S3 to Amazon RDS for SQL Server  which would increase the latency and complexity. References: ? Database Migration - AWS Database Migration Service - AWS ? What is AWS Database Migration Service? ? AWS Database Migration Service Documentation ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide
A media company wants to improve a system that recommends media content to customers based on user behavior and preferences. To improve the recommendation system the company needs to incorporate insights from third-party datasets into the company's existing analytics platform. The company wants to minimize the effort and time required to incorporate third-party datasets. Which solution will meet these requirements with the LEAST operational overhead?,Use API calls to access and integrate third-party datasets from AWS Data Exchange.,Use API calls to access and integrate third-party datasets from AWS.,Use Amazon Kinesis Data Streams to access and integrate third-party datasets from AWS CodeCommit repositories.,Use Amazon Kinesis Data Streams to access and integrate third-party datasets from Amazon Elastic Container Registry (Amazon ECR).,,,1,radio,,,
A data engineering team is using an Amazon Redshift data warehouse for operational reporting. The team wants to prevent performance issues that might result from long- running queries. A data engineer must choose a system table in Amazon Redshift to record anomalies when a query optimizer identifies conditions that might indicate performance issues. Which table views should the data engineer use to meet this requirement?,A. STL USAGE CONTROL,B. STL ALERT EVENT LOG,C. STL QUERY METRICS,D. STL PLAN INFO,,,2,radio,,,The STL ALERT EVENT LOG table view records anomalies when the query optimizer identifies conditions that might indicate performance issues. These conditions include skewed data distribution  missing statistics  nested loop joins  and broadcasted data. The STL ALERT EVENT LOG table view can help the data engineer to identify and troubleshoot the root causes of performance issues and optimize the query execution plan. The other table views are not relevant for this requirement. STL USAGE CONTROL records the usage limits and quotas for Amazon Redshift resources. STL QUERY METRICS records the execution time and resource consumption of queries. STL PLAN INFO records the query execution plan and the steps involved in each query. References: ? STL ALERT EVENT LOG ? System Tables and Views ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide
A company is migrating on-premises workloads to AWS. The company wants to reduce overall operational overhead. The company also wants to explore serverless options. The company's current workloads use Apache Pig  Apache Oozie  Apache Spark  Apache Hbase  and Apache Flink. The on-premises workloads process petabytes of data in seconds. The company must maintain similar or better performance after the migration to AWS. Which extract  transform  and load (ETL) service will meet these requirements?,A. AWS Glue,B. Amazon EMR,C. AWS Lambda,D. Amazon Redshift,,,1,radio,,,AWS Glue is a fully managed serverless ETL service that can handle petabytes of data in seconds. AWS Glue can run Apache Spark and Apache Flink jobs without requiring any infrastructure provisioning or management. AWS Glue can also integrate with Apache Pig  Apache Oozie  and Apache Hbase using AWS Glue Data Catalog and AWS Glue workflows. AWS Glue can reduce the overall operational overhead by automating the data discovery  data preparation  and data loading processes. AWS Glue can also optimize the cost and performance of ETL jobs by using AWS Glue Job Bookmarking  AWS Glue Crawlers  and AWS Glue Schema Registry. References: ? AWS Glue ? AWS Glue Data Catalog ? AWS Glue Workflows ? [AWS Glue Job Bookmarking] ? [AWS Glue Crawlers] ? [AWS Glue Schema Registry] ? [AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide]
A company uses an Amazon Redshift cluster that runs on RA3 nodes. The company wants to scale read and write capacity to meet demand. A data engineer needs to identify a solution that will turn on concurrency scaling. Which solution will meet this requirement?,A. Turn on concurrency scaling in workload management (WLM) for Redshift Serverless workgroups.,B. Turn on concurrency scaling at the workload management (WLM) queue level in the Redshift cluster.,C. Turn on concurrency scaling in the settings duringthe creation of andnew Redshift cluster.,D. Turn on concurrency scaling for the daily usage quota for the Redshift cluster.,,,2,radio,,,Concurrency scaling is a feature that allows you to support thousands of concurrent users and queries  with consistently fast query performance. When you turn on concurrency scaling  Amazon Redshift automatically adds query processing power in seconds to process queries without any delays. You can manage which queries are sent to the concurrency-scaling cluster by configuring WLM queues. To turn on concurrency scaling for a queue  set the Concurrency Scaling mode value to auto. The other options are either incorrect or irrelevant  as they do not enable concurrency scaling for the existing Redshift cluster on RA3 nodes. References: ? Working with concurrency scaling - Amazon Redshift ? Amazon Redshift Concurrency Scaling - Amazon Web Services ? Configuring concurrency scaling queues - Amazon Redshift ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide (Chapter 6  page 163)
A data engineer must ingest a source of structured data that is in .csv format into an Amazon S3 data lake. The .csv files contain 15 columns. Data analysts need to run Amazon Athena queries on one or two columns of the dataset. The data analysts rarely query the entire file. Which solution will meet these requirements MOST cost-effectively?,A. Use an AWS Glue PySpark job to ingest the source data into the data lake in .csv format.,B. Create an AWS Glue extract  transform  and load (ETL) job to read from the .csv structured data sourc,C. Configure the job to ingest the data into the data lake in JSON format.,D. Use an AWS Glue PySpark job to ingest the source data into the data lake in Apache Avro format.,E. Create an AWS Glue extract  transform  and load (ETL) job to read from the .csv structured data sourc,F. Configure the job to write the data into the data lake in Apache Parquet format.,4,radio,,,Amazon Athena is a serverless interactive query service that allows you to analyze data in Amazon S3 using standard SQL. Athena supports various data formats  such as CSV JSON  ORC  Avro  and Parquet. However  not all data formats are equally efficient for querying. Some data formats  such as CSV and JSON  are row-oriented  meaning that they store data as a sequence of records  each with the same fields. Row- oriented formats are suitable for loading and exporting data  but they are not optimal for analytical queries that often access only a subset of columns. Row-oriented formats also do not support compression or encoding techniques that can reduce the data size and improve the query performance. On the other hand  some data formats  such as ORC and Parquet  are column-oriented  meaning that they store data as a collection of columns  each with a specific data type. Column-oriented formats are ideal for analytical queries that often filter  aggregate  or join data by columns. Column-oriented formats also support compression and encoding techniques that can reduce the data size and improve the query performance. For example  Parquet supports dictionary encoding  which replaces repeated values with numeric codes  and run-length encoding  which replaces consecutive identical values with a single value and a count. Parquet also supports various compression algorithms  such as Snappy  GZIP  and ZSTD  that can further reduce the data size and improve the query performance. Therefore  creating an AWS Glue extract  transform  and load (ETL) job to read from the .csv structured data source and writing the data into the data lake in Apache Parquet format will meet the requirements most cost-effectively. AWS Glue is a fully managed service that provides a serverless data integration platform for data preparation  data cataloging  and data loading. AWS Glue ETL jobs allow you to transform and load data from various sources into various targets  using either a graphical interface (AWS Glue Studio) or a code-based interface (AWS Glue console or AWS Glue API). By using AWS Glue ETL jobs  you can easily convert the data from CSV to Parquet format  without having to write or manage any code. Parquet is a column-oriented format that allows Athena to scan only the relevant columns and skip the rest  reducing the amount of data read from S3. This solution will also reduce the cost of Athena queries  as Athena charges based on the amount of data scanned from S3. The other options are not as cost-effective as creating an AWS Glue ETL job to write the data into the data lake in Parquet format. Using an AWS Glue PySpark job to ingest the source data into the data lake in .csv format will not improve the query performance or reduce the query cost  as .csv is a row-oriented format that does not support columnar access or compression. Creating an AWS Glue ETL job to ingest the data into the data lake in JSON format will not improve the query performance or reduce the query cost  as JSON is also a row-oriented format that does not support columnar access or compression. Using an AWS Glue PySpark job to ingest the source data into the data lake in Apache Avro format will improve the query performance  as Avro is a column-oriented format that supports compression and encoding  but it will require more operational effort  as you will need to write and maintain PySpark code to convert the data from CSV to Avro format. References: ? Amazon Athena ? Choosing the Right Data Format ? AWS Glue ? [AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide]  Chapter 5: Data Analysis and Visualization  Section 5.1: Amazon Athena
A company has multiple applications that use datasets that are stored in an Amazon S3 bucket. The company has an ecommerce application that generates a Passing Certification Exams Made Easy visit - https://www.surepassexam.com  Recommend!! Get the Full AWS-Certified-Data-Engineer-Associate dumps in VCE and PDF From SurePassExam https://www.surepassexam.com/AWS-Certified-Data-Engineer-Associate-exam-dumps.html (80 New Questions) dataset that contains personally identifiable information (PII). The company has an internal analytics application that does not require access to the PII. To comply with regulations  the company must not share PII unnecessarily. A data engineer needs to implement a solution that with redact PII dynamically  based on the needs of each application that accesses the dataset. Which solution will meet the requirements with the LEAST operational overhead?,A. Create an S3 bucket policy to limit the access each application ha,B. Create multiple copies of the datase,C. Give each dataset copy the appropriate level of redaction for the needs of the application that accesses the copy.,D. Create an S3 Object Lambda endpoin,E. Use the S3 Object Lambda endpoint to read data from the S3 bucke,F. Implement redaction logic within an S3 Object Lambda function to dynamically redact PII based on the needs of each application that accesses the data. G. Use AWS Glue to transform the data for each applicatio H. Create multiple copies of the datase I. Give each dataset copy the appropriate level of redaction for the needs of the application that accesses the copy. J. Create an API Gateway endpoint that has custom authorizer K. Use the API Gateway endpoint to read data from the S3 bucke L. Initiate a REST API call to dynamically redact PII based on the needs of each application that accesses the data.,2,radio,,,Option B is the best solution to meet the requirements with the least operational overhead because S3 Object Lambda is a feature that allows you to add your own code to process data retrieved from S3 before returning it to an application. S3 Object Lambda works with S3 GET requests and can modify both the object metadata and the object data. By using S3 Object Lambda  you can implement redaction logic within an S3 Object Lambda function to dynamically redact PII based on the needs of each application that accesses the data. This way  you can avoid creating and maintaining multiple copies of the dataset with different levels of redaction. Option A is not a good solution because it involves creating and managing multiple copies of the dataset with different levels of redaction for each application. This option adds complexity and storage cost to the data protection process and requires additional resources and configuration. Moreover  S3 bucket policies cannot enforce fine-grained data access control at the row and column level  so they are not sufficient to redact PII. Option C is not a good solution because it involves using AWS Glue to transform the data for each application. AWS Glue is a fully managed service that can extract  transform  and load (ETL) data from various sources to various destinations  including S3. AWS Glue can also convert data to different formats  such as Parquet  which is a columnar storage format that is optimized for analytics. However  in this scenario  using AWS Glue to redact PII is not the best option because it requires creating and maintaining multiple copies of the dataset with different levels of redaction for each application. This option also adds extra time and cost to the data protection process and requires additional resources and configuration. Option D is not a good solution because it involves creating and configuring an API Gateway endpoint that has custom authorizers. API Gateway is a service that allows youto create  publish  maintain  monitor  and secure APIs at any scale. API Gateway can also integrate with other AWS services  such as Lambda  to provide custom logic for processing requests. However  in this scenario  using API Gateway to redact PII is not the best option because it requires writing and maintaining custom code and configuration for the API endpoint  the custom authorizers  and the REST API call. This option also adds complexity and latency to the data protection process and requires additional resources and configuration. References: ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide ? Introducing Amazon S3 Object Lambda – Use Your Code to Process Data as It Is Being Retrieved from S3 ? Using Bucket Policies and User Policies - Amazon Simple Storage Service ? AWS Glue Documentation ? What is Amazon API Gateway? - Amazon API Gateway
A retail company has a customer data hub in an Amazon S3 bucket. Employees from many countries use the data hub to support company-wide analytics. A governance team must ensure that the company's data analysts can access data only for customers who are within the same country as the analysts. Which solution will meet these requirements with the LEAST operational effort?,A. Create a separate table for each country's customer dat,B. Provide access to each analyst based on the country that the analyst serves.,C. Register the S3 bucket as a data lake location in AWS Lake Formatio,D. Use the Lake Formation row-level security features to enforce the company's access policies.,E. Move the data to AWS Regions that are close to the countries where the customers ar,F. Provide access to each analyst based on the country that the analyst serves. G. Load the data into Amazon Redshif H. Create a view for each countr I. Create separate 1AM roles for each country to provide access to data from each countr J. Assign the appropriate roles to the analysts.,2,radio,,,AWS Lake Formation is a service that allows you to easily set up  secure  and manage data lakes. One of the features of Lake Formation is row-level security which enables you to control access to specific rows or columns of data based on the identity or role of the user. This feature is useful for scenarios where you need to restrict access to sensitive or regulated data  such as customer data from different countries. By registering the S3 bucket as a data lake location in Lake Formation  you can use the Lake Formation console or APIs to define and apply row-level security policies to the data in the bucket. You can also use Lake Formation blueprints to automate the ingestion and transformation of data from various sources into the data lake. This solution requires the least operational effort compared to the other options  as it does not involve creating or moving data  or managing multiple tables  views  or roles. References: ? AWS Lake Formation ? Row-Level Security ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide  Chapter 4: Data Lakes and Data Warehouses  Section 4.2: AWS Lake Formation
A data engineer runs Amazon Athena queries on data that is in an Amazon S3 bucket. The Athena queries use AWS Glue Data Catalog as a metadata table. The data engineer notices that the Athena query plans are experiencing a performance bottleneck. The data engineer determines that the cause of the performance bottleneck is the large number of partitions that are in the S3 bucket. The data engineer must resolve the performance bottleneck and reduce Athena query planning time. Which solutions will meet these requirements? (Choose two.) Passing Certification Exams Made Easy visit - https://www.surepassexam.com  Recommend!! Get the Full AWS-Certified-Data-Engineer-Associate dumps in VCE and PDF From SurePassExam https://www.surepassexam.com/AWS-Certified-Data-Engineer-Associate-exam-dumps.html (80 New Questions),A. Create an AWS Glue partition inde,B. Enable partition filtering.,C. Bucketthe data based on a column thatthe data have in common in a WHERE clause of the user query,D. Use Athena partition projection based on the S3 bucket prefix.,E. Transform the data that is in the S3 bucket to Apache Parquet format.,F. Use the Amazon EMR S3DistCP utility to combine smaller objects in the S3 bucket into larger objects.,1,radio,,,The best solutions to resolve the performance bottleneck and reduce Athena query planning time are to create an AWS Glue partition index and enable partition filtering  and to use Athena partition projection based on the S3 bucket prefix. AWS Glue partition indexes are a feature that allows you to speed up query processing of highly partitioned tables cataloged in AWS Glue Data Catalog. Partition indexes are available for queries in Amazon EMR  Amazon Redshift Spectrum  and AWS Glue ETL jobs. Partition indexes are sublists of partition keys defined in the table. When you create a partition index  you specify a list of partition keys that already exist on a given table. AWS Glue then creates an index for the specified keys and stores it in the Data Catalog. When you run a query that filters on the partition keys  AWS Glue uses the partition index to quickly identify the relevant partitions without scanning the entiretable metadata. This reduces the query planning time and improves the query performance1. Athena partition projection is a feature that allows you to speed up query processing of highly partitioned tables and automate partition management. In partition projection  Athena calculates partition values and locations using the table properties that you configure directly on your table in AWS Glue. The table properties allow Athena to ‘project’  or determine  the necessary partition information instead of having to do a more time- consuming metadata lookup in the AWS Glue Data Catalog. Because in-memory operations are often faster than remote operations  partition projection can reduce the runtime of queries against highly partitioned tables. Partition projection also automates partition management because it removes the need to manually create partitions in Athena  AWS Glue  or your external Hive metastore2. Option B is not the best solution  as bucketing the data based on a column that the data have in common in a WHERE clause of the user query would not reduce the query planning time. Bucketing is a technique that divides data into buckets based on a hash function applied to a column. Bucketing can improve the performance of join queries by reducing the amount of data that needs to be shuffled between nodes. However  bucketing does not affect the partition metadata retrieval  which is the main cause of the performance bottleneck in this scenario3. Option D is not the best solution  as transforming the data that is in the S3 bucket to Apache Parquet format would not reduce the query planning time. Apache Parquet is a columnar storage format that can improve the performance of analytical queries by reducing the amount of data that needs to be scanned and providing efficient compression and encoding schemes. However  Parquet does not affect the partition metadata retrieval  which is the main cause of the performance bottleneck in this scenario4. Option E is not the best solution  as using the Amazon EMR S3DistCP utility to combine smaller objects in the S3 bucket into larger objects would not reduce the query planning time. S3DistCP is a tool that can copy large amounts of data between Amazon S3 buckets or from HDFS to Amazon S3. S3DistCP can also aggregate smaller files into larger files to improve the performance of sequential access. However  S3DistCP does not affect the partition metadata retrieval  which is the main cause of the performance bottleneck in this scenario5. References: ? Improve query performance using AWS Glue partition indexes ? Partition projection with Amazon Athena ? Bucketing vs Partitioning ? Columnar Storage Formats ? S3DistCp ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide
A data engineer is using Amazon Athena to analyze sales data that is in Amazon S3. The data engineer writes a query to retrieve sales amounts for 2023 for several products from a table named sales_data. However  the query does not return results for all of the products that are in the sales_data table. The data engineer needs to troubleshoot the query to resolve the issue. The data engineer's original query is as follows: SELECT product_name  sum(sales_amount) FROM sales_data WHERE year = 2023 GROUP BY product_name How should the data engineer modify the Athena query to meet these requirements?,A. Replace sum(sales amount) with count(*J for the aggregation.,B. Change WHERE year = 2023 to WHERE extractlyear FROM sales data) = 2023.,C. Add HAVING sumfsales amount) > 0 after the GROUP BY clause.,D. Remove the GROUP BY clause,,,2,radio,,,The original query does not return results for all of the products because the year column in the sales_data table is not an integer  but a timestamp. Therefore  the WHERE clause does not filter the data correctly  and only returns the products that have a null value for the year column. To fix this  the data engineer should use the extract function to extract the year from the timestamp and compare it with 2023. This way  the querywill return the correct results for all of the products in the sales_data table. The other options are either incorrect or irrelevant  as they do not address the root cause of the issue. Replacing sum with count does not change the filtering condition  adding HAVING clause does not affect the grouping logic  and removing the GROUP BY clause does not solve the problem of missing products. References: ? Troubleshooting JSON queries - Amazon Athena (Section: JSON related errors) ? When I query a table in Amazon Athena  the TIMESTAMP result is empty (Section: Resolution) ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide (Chapter 7  page 197)
A data engineer has a one-time task to read data from objects that are in Apache Parquet format in an Amazon S3 bucket. The data engineer needs to query only one column of the data. Which solution will meet these requirements with the LEAST operational overhead?,A. Confiqure an AWS Lambda function to load data from the S3 bucket into a pandas dataframe- Write a SQL SELECT statement on the dataframe to query the required column.,B. Use S3 Select to write a SQL SELECT statement to retrieve the required column from the S3 objects.,C. Prepare an AWS Glue DataBrew project to consume the S3 objects and to query the required column.,D. Run an AWS Glue crawler on the S3 object,E. Use a SQL SELECT statement in Amazon Athena to query the required column. Passing Certification Exams Made Easy visit - https://www.surepassexam.com  Recommend!! Get the Full AWS-Certified-Data-Engineer-Associate dumps in VCE and PDF From SurePassExam https://www.surepassexam.com/AWS-Certified-Data-Engineer-Associate-exam-dumps.html (80 New Questions),,2,radio,,,Option B is the best solution to meet the requirements with the least operational overhead because S3 Select is a feature that allows you to retrieve only a subset of data from an S3 object by using simple SQL expressions. S3 Select works on objects stored in CSV  JSON  or Parquet format. By using S3 Select  you can avoid the need to download and process the entire S3 object  which reduces the amount of data transferred and the computation time. S3 Select is also easy to use and does not require any additional services or resources. Option A is not a good solution because it involves writing custom code and configuring an AWS Lambda function to load data from the S3 bucket into a pandas dataframe and query the required column. This option adds complexity and latency to the data retrieval process and requires additional resources and configuration.Moreover  AWS Lambda has limitations on the execution time  memory  and concurrency  which may affect the performance and reliability of the data retrieval process. Option C is not a good solution because it involves creating and running an AWS Glue DataBrew project to consume the S3 objects and query the required column. AWS Glue DataBrew is a visual data preparation tool that allows you to clean  normalize  and transform data without writing code. However  in this scenario  the data is already in Parquet format  which is a columnar storage format that is optimized for analytics. Therefore  there is no need to use AWS Glue DataBrew to prepare the data. Moreover  AWS Glue DataBrew adds extra time and cost to the data retrieval process and requires additional resources and configuration. Option D is not a good solution because it involves running an AWS Glue crawler on the S3 objects and using a SQL SELECT statement in Amazon Athena to query the required column. An AWS Glue crawler is a service that can scan data sources and create metadata tables in the AWS Glue Data Catalog. The Data Catalog is a central repository that stores information about the data sources  such as schema  format  and location. Amazon Athena is a serverless interactive query service that allows you to analyze data in S3 using standard SQL. However  in this scenario  the schema and format of the data are already known and fixed  so there is no need to run a crawler to discover them. Moreover  running a crawler and using Amazon Athena adds extra time and cost to the data retrieval process and requires additional services and configuration. References: ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide ? S3 Select and Glacier Select - Amazon Simple Storage Service ? AWS Lambda - FAQs ? What Is AWS Glue DataBrew? - AWS Glue DataBrew ? Populating the AWS Glue Data Catalog - AWS Glue ? What is Amazon Athena? - Amazon Athena
A data engineer needs to maintain a central metadata repository that users access through Amazon EMR and Amazon Athena queries. The repository needs to provide the schema and properties of many tables. Some of the metadata is stored in Apache Hive. The data engineer needs to import the metadata from Hive into the central metadata repository. Which solution will meet these requirements with the LEAST development effort?,A. Use Amazon EMR and Apache Ranger.,B. Use a Hive metastore on an EMR cluster.,C. Use the AWS Glue Data Catalog.,D. Use a metastore on an Amazon RDS for MySQL DB instance.,,,3,radio,,,The AWS Glue Data Catalog is an Apache Hive metastore-compatible catalog that provides a central metadata repository for various data sources and formats. You can use the AWS Glue Data Catalog as an external Hive metastore for Amazon EMR and Amazon Athena queries  and import metadata from existing Hive metastores into the Data Catalog. This solution requires the least development effort  as you can use AWS Glue crawlers to automatically discover and catalog the metadata from Hive  and use the AWS Glue console  AWS CLI  or Amazon EMR API to configure the Data Catalog as the Hive metastore. The other options are either more complex or require additional steps  such as setting up Apache Ranger for security  managing a Hive metastore on an EMR cluster or an RDS instance  or migrating the metadata manually. References: ? Using the AWS Glue Data Catalog as the metastore for Hive (Section: Specifying AWS Glue Data Catalog as the metastore) ? Metadata Management: Hive Metastore vs AWS Glue (Section: AWS Glue Data Catalog) ? AWS Glue Data Catalog support for Spark SQL jobs (Section: Importing metadata from an existing Hive metastore) ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide (Chapter 5  page 131)
A data engineer needs to use AWS Step Functions to design an orchestration workflow. The workflow must parallel process a large collection of data files and apply a specific transformation to each file. Which Step Functions state should the data engineer use to meet these requirements?,A. Parallel state,B. Choice state,C. Map state,D. Wait state,,,3,radio,,,Option C is the correct answer because the Map state is designed to process a collection of data in parallel by applying the same transformation to each element. The Map state can invoke a nested workflow for each element  which can be another state machine ora Lambda function. The Map state will wait until all the parallel executions are completed before moving to the next state. Option A is incorrect because the Parallel state is used to execute multiple branches of logic concurrently  not to process a collection of data. The Parallel state can have different branches with different logic and states  whereas the Map state has only one branch that is applied to each element of the collection. Option B is incorrect because the Choice state is used to make decisions based on a comparison of a value to a set of rules. The Choice state does not process any data or invoke any nested workflows. Option D is incorrect because the Wait state is used to delay the state machine from continuing for a specified time. The Wait state does not process any data or invoke any nested workflows. References: ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide  Chapter 5: Data Orchestration  Section 5.3: AWS Step Functions  Pages 131-132 ? Building Batch Data Analytics Solutions on AWS  Module 5: Data Orchestration  Lesson 5.2: AWS Step Functions  Pages 9-10 Passing Certification Exams Made Easy visit - https://www.surepassexam.com  Recommend!! Get the Full AWS-Certified-Data-Engineer-Associate dumps in VCE and PDF From SurePassExam https://www.surepassexam.com/AWS-Certified-Data-Engineer-Associate-exam-dumps.html (80 New Questions) ? AWS Documentation Overview  AWS Step Functions Developer Guide  Step Functions Concepts  State Types  Map State  Pages 1-3
A company receives call logs as Amazon S3 objects that contain sensitive customer information. The company must protect the S3 objects by using encryption. The company must also use encryption keys that only specific employees can access. Which solution will meet these requirements with the LEAST effort?,A. Use an AWS CloudHSM cluster to store the encryption key,B. Configure the process that writes to Amazon S3 to make calls to CloudHSM to encrypt and decrypt the object,C. Deploy an IAM policy that restricts access to the CloudHSM cluster.,D. Use server-side encryption with customer-provided keys (SSE-C) to encrypt the objects that contain customer informatio,E. Restrict access to the keys that encrypt the objects.,F. Use server-side encryption with AWS KMS keys (SSE-KMS) to encrypt the objects that contain customer informatio G. Configure an IAM policy that restricts access to the KMS keys that encrypt the objects. H. Use server-side encryption with Amazon S3 managed keys (SSE-S3) to encrypt the objects that contain customer informatio I. Configure an IAM policy that restricts access to the Amazon S3 managed keys that encrypt the objects.,3,radio,,,Option C is the best solution to meet the requirements with the least effort because server-side encryption with AWS KMS keys (SSE-KMS) is a feature that allows you to encrypt data at rest in Amazon S3 using keys managed by AWS Key Management Service (AWS KMS). AWS KMS is a fully managed service that enables you to create and manage encryption keys for your AWS services and applications. AWS KMS also allows you to define granular access policies for your keys  such as who can use them to encrypt and decrypt data  and under what conditions. By using SSE-KMS  you canprotect your S3 objects by using encryption keys that only specific employees can access  without having to manage the encryption and decryption process yourself. Option A is not a good solution because it involves using AWS CloudHSM  which is a service that provides hardware security modules (HSMs) in the AWS Cloud. AWS CloudHSM allows you to generate and use your own encryption keys on dedicated hardware that is compliant with various standards and regulations. However  AWS CloudHSM is not a fully managed service and requires more effort to set up and maintain than AWS KMS. Moreover  AWS CloudHSM does not integrate with Amazon S3  so you have to configure the process that writes to S3 to make calls to CloudHSM to encrypt and decrypt the objects  which adds complexity and latency to the data protection process. Option B is not a good solution because it involves using server-side encryption with customer-provided keys (SSE-C)  which is a feature that allows you to encrypt data at rest in Amazon S3 using keys that you provide and manage yourself. SSE-C requires you to send your encryption key along with each request to upload or retrieve an object. However  SSE-C does not provide any mechanism to restrict access to the keys that encrypt the objects  so you have to implement your own key management and access control system  which adds more effort and risk to the data protection process. Option D is not a good solution because it involves using server-side encryption with Amazon S3 managed keys (SSE-S3)  which is a feature that allows you to encrypt data at rest in Amazon S3 using keys that are managed by Amazon S3. SSE-S3 automatically encrypts and decrypts your objects as they are uploaded and downloaded from S3. However  SSE-S3 does not allow you to control who can access the encryption keys or under what conditions. SSE-S3 uses a single encryption key for each S3 bucket  which is shared by all users who have access to the bucket. This means that you cannot restrict access to the keys that encrypt the objects by specific employees  which does not meet the requirements. References: ? AWS Certified Data Engineer - Associate DEA-C01 Complete Study Guide ? Protecting Data Using Server-Side Encryption with AWS KMS–Managed Encryption Keys (SSE-KMS) - Amazon Simple Storage Service ? What is AWS Key Management Service? - AWS Key Management Service ? What is AWS CloudHSM? - AWS CloudHSM ? Protecting Data Using Server-Side Encryption with Customer-Provided Encryption Keys (SSE-C) - Amazon Simple Storage Service ? Protecting Data Using Server-Side Encryption with Amazon S3-Managed Encryption Keys (SSE-S3) - Amazon Simple Storage Service
